geneID	geneSymbol	geneName	Pathway
362836	Dazap1	DAZ associated protein 1	path:rno03015 mRNA surveillance pathway
362837	Ndufs7	NADH dehydrogenase (ubiquinone) Fe-S protein 7	path:rno00190 Oxidative phosphorylation
362838	Mum1	melanoma associated antigen (mutated) 1	NA
362841	Mier2	mesoderm induction early response 1, family member 2	NA
362842	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	NA
362843	Ilvbl	ilvB (bacterial acetolactate synthase)-like	NA
362844	Brd4	bromodomain containing 4	NA
362845	Zfp870	zinc finger protein 870	NA
362849	March2	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase	NA
362850	Angptl4	angiopoietin-like 4	path:rno03320 PPAR signaling pathway
362851	Cd320	CD320 molecule	NA
362855	Rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase	NA
362856	Pwp1	PWP1 homolog, endonuclein	NA
362857	Tmem263	transmembrane protein 263	NA
362858	Polr3b	polymerase (RNA) III (DNA directed) polypeptide B	path:rno00230 Purine metabolism
362859	Ckap4	cytoskeleton-associated protein 4	path:rno04141 Protein processing in endoplasmic reticulum
362860	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	NA
362861	Slc41a2	solute carrier family 41 (magnesium transporter), member 2	NA
362862	Hsp90b1	heat shock protein 90, beta, member 1	path:rno04141 Protein processing in endoplasmic reticulum
362865	Gnptab	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	path:rno04142 Lysosome
362866	Chpt1	choline phosphotransferase 1	path:rno00440 Phosphonate and phosphinate metabolism
362867	Mybpc1	myosin binding protein C, slow type	NA
362871	Elk3	ELK3, member of ETS oncogene family	NA
362873	Plxnc1	plexin C1	path:rno04360 Axon guidance
362876	Ppfia2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	NA
362879	Myrfl	myelin regulatory factor-like	NA
362881	RGD1306474	similar to RIKEN cDNA 9530003J23	NA
362883	Slc35e3	solute carrier family 35, member E3	NA
362884	Tmbim4	transmembrane BAX inhibitor motif containing 4	NA
362886	Rassf3	Ras association (RalGDS/AF-6) domain family member 3	NA
362890	Tspan31	tetraspanin 31	NA
362891	Os9	osteosarcoma amplified 9, endoplasmic reticulum lectin	path:rno04141 Protein processing in endoplasmic reticulum
362892	Mbd6	methyl-CpG binding domain protein 6	NA
362893	Arhgap9	Rho GTPase activating protein 9	NA
362894	R3hdm2	R3H domain containing 2	NA
362895	Stac3	SH3 and cysteine rich domain 3	NA
362896	Stat6	signal transducer and activator of transcription 6, interleukin-4 induced	path:rno04217 Necroptosis
362897	Uqcrb	ubiquinol-cytochrome c reductase binding protein	path:rno00190 Oxidative phosphorylation
362899	Nipal2	NIPA-like domain containing 2	NA
362900	Rnf19a	ring finger protein 19A, RBR E3 ubiquitin protein ligase	NA
362902	Dcaf13	DDB1 and CUL4 associated factor 13	NA
362905	Emc2	ER membrane protein complex subunit 2	NA
362906	Nudcd1	NudC domain containing 1	NA
362910	Samd12	sterile alpha motif domain containing 12	NA
362911	Mal2	mal, T-cell differentiation protein 2	NA
362912	Derl1	derlin 1	path:rno04141 Protein processing in endoplasmic reticulum
362914	Wdyhv1	WDYHV motif containing 1	NA
362918	Mtss1	metastasis suppressor 1	NA
362919	RGD1564420	similar to Hypothetical protein MGC31278	path:rno04144 Endocytosis
362923	Efr3a	EFR3 homolog A	NA
362924	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	path:rno00512 Mucin type O-glycan biosynthesis
362925	Zfat	zinc finger and AT hook domain containing	NA
362930	Ptp4a3	protein tyrosine phosphatase type IVA, member 3	NA
362931	Adgrb1	adhesion G protein-coupled receptor B1	path:rno04115 p53 signaling pathway
362934	Ly6e	lymphocyte antigen 6 complex, locus E	NA
362935	Ly6al	lymphocyte antigen 6 complex, locus A-like	NA
362937	Fam83h	family with sequence similarity 83, member H	NA
362938	Scrib	scribbled planar cell polarity protein	path:rno04390 Hippo signaling pathway
362941	Fbxl6	F-box and leucine-rich repeat protein 6	NA
362942	Slc52a2	solute carrier family 52, riboflavin transporter, member 2	NA
362943	Adck5	aarF domain containing kinase 5	NA
362944	Ppp1r16a	protein phosphatase 1, regulatory subunit 16A	NA
362945	Lrrc24	leucine rich repeat containing 24	NA
362946	MGC94207	similar to RIKEN cDNA C030006K11	NA
362950	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	NA
362952	Eif3d	eukaryotic translation initiation factor 3, subunit D	path:rno03013 RNA transport
362955	Nol12	nucleolar protein 12	NA
362956	Triobp	TRIO and F-actin binding protein	NA
362957	Ankrd54	ankyrin repeat domain 54	NA
362958	Micall1	MICAL-like 1	NA
362959	Tmem184b	transmembrane protein 184B	NA
362962	Cbx7	chromobox homolog 7	NA
362963	Sgsm3	small G protein signaling modulator 3	NA
362965	Rangap1	RAN GTPase activating protein 1	path:rno03013 RNA transport
362966	Nfam1	NFAT activating protein with ITAM motif 1	NA
362967	Rrp7a	ribosomal RNA processing 7 homolog A	path:rno03008 Ribosome biogenesis in eukaryotes
362969	Ttll1	tubulin tyrosine ligase-like family, member 1	NA
362971	Mpped1	metallophosphoesterase domain containing 1	NA
362972	Pnpla3	patatin-like phospholipase domain containing 3	path:rno00561 Glycerolipid metabolism
362973	Parvb	parvin, beta	path:rno04510 Focal adhesion
362974	RGD1304694	similar to CG9646-PA	NA
362975	RGD1306001	similar to 2210021J22Rik protein	NA
362976	Trmu	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	NA
362978	Creld2	cysteine-rich with EGF-like domains 2	NA
362980	Tubgcp6	tubulin, gamma complex associated protein 6	NA
362981	Hdac10	histone deacetylase 10	path:rno05034 Alcoholism
362983	Dennd6b	DENN/MADD domain containing 6B	NA
362987	Rabl2a	RAB, member of RAS oncogene family-like 2A	NA
362988	Cpne8	copine VIII	NA
362990	Zcrb1	zinc finger CCHC-type and RNA binding motif 1	NA
362993	Rnd1	Rho family GTPase 1	path:rno04360 Axon guidance
362994	Ccdc65	coiled-coil domain containing 65	NA
362998	Dnajc22	DnaJ (Hsp40) homolog, subfamily C, member 22	NA
363000	Prpf40b	PRP40 homolog, pre-mRNA processing factor B	path:rno03040 Spliceosome
363001	Bcdin3d	BCDIN3 domain containing	NA
363002	Smarcd1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	path:rno04714 Thermogenesis
363004	Prr13	proline rich 13	NA
363005	Pcbp2	poly(rC) binding protein 2	path:rno04216 Ferroptosis
363006	Tarbp2	TAR (HIV-1) RNA binding protein 2	NA
363013	Tmem123	transmembrane protein 123	NA
363015	Endod1	endonuclease domain containing 1	NA
363016	RGD1309534	similar to RIKEN cDNA 4931406C07	NA
363017	Taf1d	TATA box binding protein (Tbp)-associated factor, RNA polymerase I, D	NA
363018	Cep295	centrosomal protein 295	NA
363020	Smco4	single-pass membrane protein with coiled-coil domains 4	NA
363022	Zfp846	zinc finger protein 846	NA
363023	Mrpl4	mitochondrial ribosomal protein L4	path:rno03010 Ribosome
363024	Slc44a2	solute carrier family 44 (choline transporter), member 2	path:rno05231 Choline metabolism in cancer
363026	Carm1	coactivator-associated arginine methyltransferase 1	path:rno01522 Endocrine resistance
363027	Yipf2	Yip1 domain family, member 2	NA
363028	Spc24	SPC24, NDC80 kinetochore complex component	NA
363029	Swsap1	SWIM-type zinc finger 7 associated protein 1	NA
363032	Rp9	retinitis pigmentosa 9	path:rno03040 Spliceosome
363035	Zbtb44	zinc finger and BTB domain containing 44	NA
363040	St3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	path:rno00601 Glycosphingolipid biosynthesis - lacto and neolacto series
363041	Pate4	prostate and testis expressed 4	NA
363045	Siae	sialic acid acetylesterase	NA
363055	Cep164	centrosomal protein 164	NA
363058	Cadm1	cell adhesion molecule 1	path:rno04514 Cell adhesion molecules (CAMs)
363059	Zw10	zw10 kinetochore protein	NA
363060	Plet1	placenta expressed transcript 1	NA
363061	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	path:rno00020 Citrate cycle (TCA cycle)
363062	Dixdc1	DIX domain containing 1	NA
363064	Wdr61	WD repeat domain 61	path:rno03018 RNA degradation
363065	Ube2q2	ubiquitin-conjugating enzyme E2Q family member 2	path:rno04120 Ubiquitin mediated proteolysis
363067	Sin3a	SIN3 transcription regulator family member A	path:rno04919 Thyroid hormone signaling pathway
363068	Commd4	COMM domain containing 4	NA
363069	Ppcdc	phosphopantothenoylcysteine decarboxylase	path:rno00770 Pantothenate and CoA biosynthesis
363070	Fam219b	family with sequence similarity 219, member B	NA
363071	Stra6	stimulated by retinoic acid 6	NA
363073	Glce	glucuronic acid epimerase	path:rno00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin
363074	RGD1309779	similar to ENSANGP00000021391	NA
363076	Tipin	timeless interacting protein	NA
363077	Dis3l	DIS3-like exosome 3'-5' exoribonuclease	path:rno03018 RNA degradation
363081	Igdcc4	immunoglobulin superfamily, DCC subclass, member 4	NA
363082	Pdcd7	programmed cell death 7	NA
363083	Fbxl22	F-box and leucine-rich repeat protein 22	NA
363084	Usp3	ubiquitin specific peptidase 3	NA
363085	Car12	carbonic anyhydrase 12	path:rno00910 Nitrogen metabolism
363087	Vps13c	vacuolar protein sorting 13 homolog C (S. cerevisiae)	NA
363088	Ccnb2	cyclin B2	path:rno04068 FoxO signaling pathway
363089	Fam63b	family with sequence similarity 63, member B	NA
363091	Myzap	myocardial zonula adherens protein	NA
363093	Mns1	meiosis-specific nuclear structural 1	NA
363098	Ccpg1	cell cycle progression 1	NA
363099	Rsl24d1	ribosomal L24 domain containing 1	path:rno03010 Ribosome
363103	Slc17a5	solute carrier family 17 (acidic sugar transporter), member 5	path:rno04142 Lysosome
363109	Pgm3	phosphoglucomutase 3	path:rno00520 Amino sugar and nucleotide sugar metabolism
363110	Rwdd2a	RWD domain containing 2A	NA
363112	Mrap2	melanocortin 2 receptor accessory protein 2	NA
363113	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein	NA
363115	Slc9a9	solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9	NA
363118	Nmnat3	nicotinamide nucleotide adenylyltransferase 3	NA
363120	Esyt3	extended synaptotagmin-like protein 3	NA
363122	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha	path:rno03015 mRNA surveillance pathway
363123	Rab6b	RAB6B, member RAS oncogene family	NA
363127	Dnajc13	DnaJ (Hsp40) homolog, subfamily C, member 13	NA
363129	Nudt16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	path:rno00230 Purine metabolism
363131	Pik3r4	phosphoinositide-3-kinase, regulatory subunit 4	path:rno04136 Autophagy - other
363133	Pcbp4	poly(rC) binding protein 4	NA
363134	Rrp9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	NA
363135	Rad54l2	RAD54-like 2 (S. cerevisiae)	NA
363136	Tmem115	transmembrane protein 115	NA
363137	Cyb561d2	cytochrome b561 family, member D2	NA
363138	Nprl2	NPR2-like, GATOR1 complex subunit	path:rno04150 mTOR signaling pathway
363139	Zmynd10	zinc finger, MYND-type containing 10	NA
363140	Rassf1	Ras association (RalGDS/AF-6) domain family member 1	path:rno04014 Ras signaling pathway
363142	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	path:rno04360 Axon guidance
363143	Gnat1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	path:rno04744 Phototransduction
363144	Cdhr4	cadherin-related family member 4	NA
363145	Gmppb	GDP-mannose pyrophosphorylase B	path:rno00051 Fructose and mannose metabolism
363150	Elp6	elongator acetyltransferase complex subunit 6	NA
363151	Ccdc12	coiled-coil domain containing 12	path:rno03040 Spliceosome
363152	Stac	SH3 and cysteine rich domain	NA
363153	Arpp21	cAMP-regulated phosphoprotein 21	NA
363158	Crtap	cartilage associated protein	NA
363159	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like	path:rno00564 Glycerophospholipid metabolism
363160	Stt3b	STT3B, subunit of the oligosaccharyltransferase complex (catalytic)	path:rno00510 N-Glycan biosynthesis
363162	Cmc1	C-x(9)-C motif containing 1	NA
363164	Wdr48	WD repeat domain 48	path:rno03460 Fanconi anemia pathway
363165	Csrnp1	cysteine-serine-rich nuclear protein 1	NA
363167	Ulk4	unc-51 like kinase 4	NA
363169	Tcaim	T cell activation inhibitor, mitochondrial	NA
363171	Tmem42	transmembrane protein 42	NA
363174	Sgol1	shugoshin-like 1 (S. pombe)	path:rno04114 Oocyte meiosis
363185	Foxp4	forkhead box P4	NA
363188	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	NA
363192	Klhdc3	kelch domain containing 3	NA
363194	Xpo5	exportin 5	path:rno03013 RNA transport
363195	Gtpbp2	GTP binding protein 2	NA
363197	Tmem63b	transmembrane protein 63B	NA
363198	Cenpq	centromere protein Q	NA
363205	RGD1562107	similar to class-alpha glutathione S-transferase	path:rno00480 Glutathione metabolism
363206	Tmem14a	transmembrane protein 14A	NA
363210	Phf3	PHD finger protein 3	NA
363212	Bend6	BEN domain containing 6	NA
363213	Ccdc115	coiled-coil domain containing 115	NA
363216	Cnnm4	cyclin and CBS domain divalent metal cation transport mediator 4	NA
363219	Mitd1	MIT, microtubule interacting and transport, domain containing 1	NA
363220	Aff3	AF4/FMR2 family, member 3	NA
363221	Cnot11	CCR4-NOT transcription complex, subunit 11	NA
363222	Rnf149	ring finger protein 149	NA
363225	RGD1305645	similar to RIKEN cDNA 1500015O10	NA
363227	Nabp1	nucleic acid binding protein 1	NA
363229	Slc39a10	solute carrier family 39 (zinc transporter), member 10	NA
363231	Rftn2	raftlin family member 2	NA
363232	Bzw1	basic leucine zipper and W2 domains 1	NA
363236	Fam117b	family with sequence similarity 117, member B	NA
363237	Wdr12	WD repeat domain 12	NA
363239	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	NA
363241	Eef1b2	eukaryotic translation elongation factor 1 beta 2	NA
363243	Klf7	Kruppel-like factor 7 (ubiquitous)	NA
363247	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	path:rno03450 Non-homologous end-joining
363249	Ctdsp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	NA
363251	Nhej1	nonhomologous end-joining factor 1	path:rno03450 Non-homologous end-joining
363252	Fam134a	family with sequence similarity 134, member A	NA
363253	Zfand2b	zinc finger, AN1 type domain 2B	NA
363254	Atg9a	autophagy related 9A	path:rno04136 Autophagy - other
363255	Ankzf1	ankyrin repeat and zinc finger domain containing 1	NA
363256	Speg	SPEG complex locus	NA
363259	Obsl1	obscurin-like 1	NA
363261	Mogat1	monoacylglycerol O-acyltransferase 1	path:rno00561 Glycerolipid metabolism
363266	Agfg1	ArfGAP with FG repeats 1	path:rno05164 Influenza A
363268	Fbxo36	F-box protein 36	NA
363269	Sp100	SP100 nuclear antigen	path:rno05168 Herpes simplex infection
363272	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta	path:rno00230 Purine metabolism
363273	Cops7b	COP9 signalosome subunit 7B	NA
363274	Prss56	protease, serine, 56	NA
363275	Eif4e2	eukaryotic translation initiation factor 4E family member 2	path:rno01521 EGFR tyrosine kinase inhibitor resistance
363276	RGD1311447	LOC363276	NA
363278	Atg16l1	autophagy related 16-like 1	path:rno04136 Autophagy - other
363283	Cops8	COP9 signalosome subunit 8	NA
363284	Ube2f	ubiquitin-conjugating enzyme E2F (putative)	path:rno04120 Ubiquitin mediated proteolysis
363285	Scly	selenocysteine lyase	path:rno00450 Selenocompound metabolism
363286	Traf3ip1	TNF receptor-associated factor 3 interacting protein 1	NA
363287	Hdac4	histone deacetylase 4	path:rno04371 Apelin signaling pathway
363288	Kif1a	kinesin family member 1A	NA
363289	Mterf4	mitochondrial transcription termination factor 4	NA
363291	Thap4	THAP domain containing 4	NA
363294	Twsg1	twisted gastrulation BMP signaling modulator 1	NA
363326	Dennd1c	DENN/MADD domain containing 1C	NA
363327	Vmac	vimentin-type intermediate filament associated coiled-coil protein	NA
363328	Ticam1	toll-like receptor adaptor molecule 1	path:rno04064 NF-kappa B signaling pathway
363331	Plin4	perilipin 4	path:rno03320 PPAR signaling pathway
363332	Ubxn6	UBX domain protein 6	path:rno04141 Protein processing in endoplasmic reticulum
363333	Chaf1a	chromatin assembly factor 1, subunit A (p150)	NA
363334	Stap2	signal transducing adaptor family member 2	NA
363412	Zfp609	zinc finger protein 609	NA
363425	Cav2	caveolin 2	path:rno04144 Endocytosis
363441	Ndufa1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1	path:rno00190 Oxidative phosphorylation
363442	Fundc1	FUN14 domain containing 1	path:rno04137 Mitophagy - animal
363445	Usp9x	ubiquitin specific peptidase 9, X-linked	NA
363447	Tspan7	tetraspanin 7	path:rno05202 Transcriptional misregulation in cancer
363448	Dynlt3	dynein light chain Tctex-type 3	NA
363449	RGD1560784	similar to RIKEN cDNA B630019K06	NA
363452	Otud5	OTU deubiquitinase 5	path:rno04622 RIG-I-like receptor signaling pathway
363453	Ppp1r3f	protein phosphatase 1, regulatory subunit 3F	path:rno04910 Insulin signaling pathway
363455	Chrdl1	chordin-like 1	NA
363457	Col4a5	collagen, type IV, alpha 5	path:rno04151 PI3K-Akt signaling pathway
363458	Col4a6	collagen, type IV, alpha 6	path:rno04151 PI3K-Akt signaling pathway
363460	Fgd1	FYVE, RhoGEF and PH domain containing 1	path:rno04810 Regulation of actin cytoskeleton
363462	Gemin8	gem (nuclear organelle) associated protein 8	path:rno03013 RNA transport
363463	Mospd2	motile sperm domain containing 2	NA
363464	Piga	phosphatidylinositol glycan anchor biosynthesis, class A	path:rno00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
363465	Pir	pirin (iron-binding nuclear protein)	NA
363466	Reps2	RALBP1 associated Eps domain containing 2	NA
363469	Sms	spermine synthase	path:rno00270 Cysteine and methionine metabolism
363471	RGD1562200	similar to GS2 gene	path:rno00830 Retinol metabolism
363474	Apoo	apolipoprotein O	NA
